User ID,Organization ID,Organization Type,Country,State,NGSS Status,Grade level,Sign up date,Activation date,Full Trial expiry date,Quote created?
1010565,350172,School,United States,South Carolina,,2,2015-08-22,2016-10-17,2016-06-30,False
1010882,385467,School,United States,Texas,,,2015-08-23,2015-08-23,2016-06-30,False
1013295,370322,School,United States,Wisconsin,,5,2015-08-23,,2016-06-30,False
1014290,350172,School,United States,North Carolina,,2,2015-08-23,2015-08-23,2016-06-30,False
1015531,353555,School,United States,Florida,,3,2015-08-23,2015-09-21,2016-06-30,False
1018510,352279,School,United States,Georgia,,3,2015-08-23,2015-08-23,2016-06-30,False
1018530,352279,School,United States,Georgia,,1,2015-08-25,2015-09-06,2017-06-30,False
1018867,350172,School,,,,5,2015-08-23,2015-08-23,2016-06-30,False
1019437,1969,School,United States,Arizona,,3,2015-08-23,2015-09-14,2016-06-30,False
1019485,1969,School,United States,Arizona,,"2, 3",2015-08-24,2016-03-16,2016-06-30,False
1020253,348994,School,United States,North Carolina,,4,2015-08-24,,2016-06-30,False
1021319,380146,School,United States,Louisiana,,4,2015-08-23,2015-09-13,2016-06-30,False
1021929,364159,School,United States,Indiana,not sure,2,2017-07-30,2017-10-29,2018-06-30,False
1022631,1050,School,United States,Pennsylvania,no,4,2015-08-25,2015-09-14,2016-06-30,False
1023613,328187,School,United States,Hawaii,,,2015-08-23,2015-09-09,2016-06-30,False
1025449,391827,School,United States,Utah,transitioning,4,2017-03-15,2017-03-15,2017-06-30,False
1025459,23739,School,United States,California,,4,2015-08-23,2015-09-13,2016-06-30,False
1028025,357351,School,United States,Alabama,,4,2015-08-24,2015-08-24,2016-06-30,False
1029361,334067,School,,,,3,2015-08-24,2015-09-14,2016-06-30,False
1029710,343405,School,United States,Pennsylvania,,5,2015-08-24,2015-09-01,2016-06-30,False
1029818,360598,School,United States,Kentucky,yes,4,2017-08-22,,,False
1029883,343405,School,United States,Pennsylvania,,5,2015-08-27,2015-11-03,2016-06-30,False
1030654,348994,School,United States,North Carolina,,3,2015-08-24,2015-08-24,2016-06-30,False
1030677,348994,School,United States,North Carolina,,3,2015-08-24,2015-10-27,2016-06-30,False
1031177,326173,School,United States,California,yes,2,2017-08-20,,,False
1033386,357351,School,United States,Alabama,not sure,5,2017-08-07,2017-08-21,2018-06-30,False
1033390,357351,School,United States,Alabama,,4,2015-09-09,2015-09-17,2016-06-30,False
1033650,343429,School,United States,Pennsylvania,,"K, 5",2015-08-26,,2016-06-30,False
1033917,1281,School,United States,Florida,,"K, 5",2015-08-24,2015-11-06,2016-06-30,True
1033930,350647,School,United States,South Carolina,,2,2015-08-24,2015-10-04,2016-06-30,False
1034154,348231,School,United States,North Carolina,,"K, 1, 2, 3, 4, 5",2015-08-24,2015-08-24,2016-06-30,False
1035223,360598,School,United States,Kentucky,,3,2015-08-24,2015-09-10,2016-06-30,True
1035249,1969,School,United States,Arizona,,5,2015-08-24,2015-08-31,2016-06-30,False
1035709,350647,School,United States,South Carolina,,2,2015-08-24,,2016-06-30,False
1035819,328099,School,United States,Hawaii,,"K, 1, 2, 3, 4, 5",2015-08-24,2015-08-24,2016-06-30,False
1035913,328099,School,United States,Hawaii,,,2015-08-24,2015-08-24,2016-06-30,False
1035916,328099,School,United States,Hawaii,,5,2015-08-25,2015-08-25,2016-06-30,False
1035988,1969,School,United States,Arizona,,3,2015-08-24,2015-08-24,2016-06-30,True
1036226,328099,School,,,,2,2015-08-24,2015-09-09,2016-06-30,False
1036228,328099,School,United States,Hawaii,,,2015-08-24,,2016-06-30,False
1037072,360098,School,United States,Kentucky,,"K, 1",2015-08-25,2015-08-25,2017-07-01,False
1038221,29328,School,United States,Louisiana,,"5, Upper",2015-08-24,2016-09-23,2016-06-30,False
1038239,348994,School,United States,North Carolina,no,2,2017-10-19,2017-11-17,2018-06-30,False
1038240,348994,School,United States,North Carolina,,2,2015-08-25,2015-08-26,2016-06-30,False
1038241,348994,School,United States,North Carolina,,,2015-08-24,2015-09-22,2016-06-30,False
1039633,325610,School,United States,California,,4,2015-08-25,2015-09-02,2016-06-30,False
1040813,341859,School,United States,Pennsylvania,,2,2015-08-25,2015-09-09,2016-06-30,False
1040814,341859,School,United States,Pennsylvania,,3,2015-08-25,2015-08-25,2016-06-30,False
1041446,14619,School,United States,Georgia,,5,2015-08-25,2015-08-25,2016-06-30,False
1041744,353933,School,United States,Florida,,2,2015-08-25,2015-08-25,2016-06-30,False
1041967,360098,School,United States,Kentucky,yes,2,2017-08-31,,,False
1042240,356348,School,,,,2,2015-08-25,2016-09-09,2016-06-30,False
1044946,393771,School,United States,Arizona,,"2, 3",2015-08-25,2015-08-25,2016-06-30,False
1047067,393771,School,United States,Arizona,,2,2015-08-25,2015-09-09,2016-06-30,False
1047068,393771,School,United States,Arizona,no,K,2017-08-07,,,False
1047069,393771,School,United States,Arizona,no,5,2015-08-25,2015-08-25,2016-06-30,False
1047070,393771,School,United States,Arizona,yes,2,2017-08-07,,,False
1047156,360043,School,United States,Kentucky,,2,2015-08-25,2015-11-13,2016-06-30,False
1047481,393771,School,United States,Arizona,,4,2015-08-25,2015-09-14,2016-06-30,False
1047482,393771,School,United States,Arizona,yes,5,2017-08-07,2017-08-07,2018-06-30,False
1047483,393771,School,United States,Arizona,,5,2015-08-25,2015-08-25,2016-06-30,False
1047567,341859,School,United States,Pennsylvania,,3,2015-08-25,2015-09-07,2016-06-30,False
1048223,328099,School,United States,Hawaii,,4,2015-08-25,2015-09-14,2016-06-30,False
1048224,328099,School,United States,Hawaii,,5,2015-09-02,2015-09-21,2016-06-30,False
1049371,349392,School,United States,North Carolina,,2,2015-08-25,2015-08-25,2016-06-30,False
1049442,349392,School,United States,North Carolina,,,2015-08-26,2015-08-26,2016-06-30,False
1049443,349392,School,United States,North Carolina,,3,2015-08-25,2015-09-01,2016-06-30,False
1049444,349392,School,United States,North Carolina,,2,2015-08-26,2015-09-09,2016-06-30,False
1049638,328010,School,,,,,2015-08-26,2015-09-13,2016-06-30,False
1049760,360598,School,United States,Kentucky,,2,2015-08-25,2015-09-22,2016-06-30,False
1049762,360598,School,United States,Kentucky,,3,2015-08-26,2015-08-26,2016-06-30,False
1049894,2481,School,United States,North Carolina,,,2015-08-25,2015-08-25,2016-06-30,False
1049919,2481,School,United States,North Carolina,,,2015-08-25,2015-09-14,2016-06-30,False
1049922,2481,School,United States,North Carolina,,2,2015-08-26,2015-09-09,2016-06-30,False
1049923,2481,School,United States,Tennessee,,2,2015-08-25,2015-09-09,2016-06-30,False
1050398,360598,School,United States,Kentucky,,"1, 2",2015-08-25,2015-09-09,2016-06-30,False
1050402,360598,School,United States,Kentucky,,K,2015-08-30,2015-08-30,2017-06-30,False
1050673,350647,School,United States,South Carolina,,,2015-08-25,2015-08-25,2016-06-30,False
1050770,350647,School,United States,South Carolina,,,2015-08-25,2015-08-25,2016-06-30,False
1050772,350647,School,United States,South Carolina,,"K, 1, 2, 3, 4, 5",2015-08-25,,2016-06-30,False
1052037,5291,School,United States,North Carolina,,4,2015-08-25,2015-11-09,2016-06-30,False
1052041,5291,School,United States,North Carolina,,,2015-08-25,2015-09-01,2016-06-30,False
1052184,2481,School,United States,North Carolina,,5,2015-08-26,2015-09-02,2016-06-30,False
1052185,2481,School,United States,North Carolina,not sure,K,2016-08-17,,2017-06-30,False
1052251,5291,School,,,,"4, 5",2015-08-25,2015-09-13,2016-06-30,False
1052252,5291,School,United States,North Carolina,,4,2015-08-25,2015-09-09,2016-06-30,False
1052253,5291,School,United States,North Carolina,,"2, 3",2015-08-26,2015-09-02,2016-06-30,False
1052289,328169,School,United States,Hawaii,,4,2015-08-25,2015-09-02,2016-06-30,False
1052424,2481,School,United States,North Carolina,,3,2015-08-25,2015-09-01,2016-06-30,False
1053536,5291,School,United States,North Carolina,,4,2015-08-26,2015-08-27,2017-06-30,False
1053537,5291,School,,,,,2015-08-25,2015-09-02,2016-06-30,True
1053538,5291,School,United States,North Carolina,,,2015-08-25,2015-08-25,2016-06-30,False
1053679,5291,School,United States,North Carolina,,"2, 3",2015-09-06,2015-09-06,2016-06-30,False
1053680,5291,School,United States,North Carolina,,1,2017-03-20,2017-03-20,2017-06-30,False
1053682,5291,School,United States,North Carolina,transitioning,K,2016-09-15,2016-09-15,2017-06-30,False
1053684,5291,School,United States,North Carolina,,1,2016-12-16,2017-01-31,2017-06-30,False
1056969,348297,School,United States,North Carolina,,,2015-08-30,2015-08-30,2016-06-30,False
1057439,341859,School,United States,Pennsylvania,,4,2015-08-26,2015-09-02,2016-06-30,False
1057640,2481,School,United States,North Carolina,,5,2015-08-26,2015-09-09,2016-06-30,False
1057658,341859,School,United States,Pennsylvania,,,2015-08-26,2015-09-03,2016-06-30,False
1058607,2481,School,United States,North Carolina,,4,2015-08-26,2015-09-21,2016-06-30,False
1059635,360598,School,United States,Kentucky,,,2015-08-26,2015-09-29,2016-06-30,False
1059728,370746,School,United States,Minnesota,,1,2015-08-26,,2017-06-30,False
1059964,359653,School,United States,Kentucky,,4,2015-09-09,2015-09-09,2016-06-30,False
1061176,370746,School,United States,Minnesota,,Upper,2015-08-26,2015-08-26,2016-06-30,False
1061449,370746,School,United States,Minnesota,,3,2015-08-26,,2016-06-30,False
1061912,364739,School,United States,Indiana,,5,2015-08-26,2015-08-27,2016-06-30,False
1062113,328099,School,United States,Hawaii,,3,2015-08-26,2015-08-26,2016-06-30,False
1063112,328106,School,United States,Hawaii,,4,2015-08-26,2015-08-26,2016-06-30,False
1063190,349392,School,United States,North Carolina,no,1,2017-08-14,2017-08-14,2018-06-30,False
1063191,349392,School,United States,North Carolina,not sure,1,2017-08-14,2017-08-14,2018-06-30,False
1063484,369400,School,United States,Wisconsin,no,4,2017-02-10,2017-02-10,2017-06-30,True
1063648,348994,School,United States,North Carolina,,2,2015-08-26,2015-08-26,2016-06-30,False
1064308,370746,School,United States,Minnesota,,"K, Upper",2015-08-26,,2016-06-30,False
1065363,381781,School,United States,Arkansas,,5,2015-08-28,2015-10-26,2016-06-30,False
1065364,381781,School,United States,Arkansas,,2,2015-08-27,2017-03-09,2016-06-30,False
1067542,328187,School,United States,Hawaii,,2,2015-08-27,2017-03-07,2016-06-30,False
1067696,364739,School,United States,Indiana,,4,2015-08-26,2015-08-26,2016-06-30,False
1067918,370746,School,United States,Minnesota,,4,2015-08-26,,2016-06-30,False
1068412,349234,School,United States,North Carolina,no,4,2017-05-03,2017-05-03,2018-06-30,False
1069246,346974,School,,,,3,2015-08-26,2015-08-27,2016-06-30,False
1071911,346974,School,United States,Virginia,yes,3,2017-10-04,2017-10-12,2018-06-30,False
1071912,346974,School,United States,Virginia,no,4,2017-10-05,2017-10-05,2018-06-30,False
1072124,26128,School,United States,Kentucky,,,2015-08-27,2015-08-27,2016-06-30,False
1077033,327961,School,United States,Hawaii,transitioning,4,2017-01-23,2017-01-23,2017-06-30,False
1078863,349250,School,United States,North Carolina,,2,2015-08-28,,2016-06-30,False
1078864,349250,School,United States,North Carolina,,2,2015-08-31,2015-08-31,2016-06-30,False
1078865,349250,School,United States,North Carolina,,2,2015-08-29,2015-08-29,2016-06-30,False
1080852,360656,School,United States,Kentucky,,,2015-08-28,2015-09-04,2016-06-30,False
1081332,393771,School,United States,Arizona,no,3,2017-09-23,2017-10-07,2018-06-30,False
1084166,353933,School,United States,Florida,,5,2015-08-28,2015-09-20,2016-06-30,False
1084455,353933,School,United States,Florida,,3,2015-08-28,2015-09-14,2016-06-30,False
1084456,353933,School,United States,Florida,,2,2015-08-28,2015-09-25,2016-06-30,False
1085640,353656,School,United States,Florida,,2,2015-08-28,2015-08-28,2016-06-30,False
1085641,353656,School,United States,Florida,,K,2015-08-28,,2017-06-30,False
1086096,354627,School,United States,Florida,,"4, 5",2015-09-01,2015-09-11,2016-06-30,False
1086556,1710,School,United States,Oregon,,3,2015-08-28,2015-09-10,2016-06-30,True
1086766,1710,School,United States,Oregon,,3,2015-08-28,2015-09-17,2016-06-30,False
1086767,1710,School,,,,3,2015-09-10,2015-09-22,2016-06-30,False
1086768,1710,School,United States,Oregon,,4,2015-09-01,2016-06-13,2017-06-30,False
1087134,353656,School,United States,Florida,,5,2015-08-28,2015-09-04,2016-06-30,False
1087707,353656,School,United States,Florida,,5,2015-08-28,2015-09-04,2016-06-30,False
1088677,328010,School,United States,Hawaii,,5,2015-08-28,,2016-06-30,False
1088745,328010,School,United States,Hawaii,,4,2015-09-01,2015-09-01,2016-06-30,False
1088793,370656,School,United States,Minnesota,,"K, 5",2015-08-29,2015-09-03,2016-06-30,False
1089195,341644,School,United States,Pennsylvania,,"5, Upper",2015-08-31,2015-08-31,2016-06-30,False
1089856,351294,School,United States,Georgia,,2,2015-08-28,2015-08-28,2016-06-30,False
1089857,351294,School,United States,Georgia,,2,2015-08-28,,2016-06-30,False
1089871,353656,School,United States,Florida,not sure,K,2017-08-31,,,False
1089884,353656,School,United States,Florida,no,Pre,2017-07-22,2017-09-18,2018-06-30,False
1090013,351294,School,United States,Georgia,,"K, 5",2015-08-28,2015-09-12,2016-06-30,False
1090067,15276,School,United States,Tennessee,,K,2015-08-28,2015-09-05,2017-06-30,False
1090643,2832,School,United States,Florida,,1,2015-08-31,2015-09-21,2017-06-30,False
1090757,15276,School,United States,Tennessee,,3,2015-08-31,2015-08-31,2016-06-30,False
1091294,356077,School,United States,Florida,,3,2015-08-31,,2016-06-30,False
1093216,353855,School,United States,Florida,,2,2015-09-15,,2016-06-30,False
1093217,353855,School,United States,Florida,yes,2,2017-09-24,2017-09-24,2018-06-30,False
1093218,353855,School,,,,2,2015-09-15,,2016-06-30,False
1093573,353629,School,United States,Florida,,,2015-08-29,2015-09-03,2016-06-30,False
1094031,26428,School,United States,Florida,,5,2015-08-30,2015-08-30,2016-06-30,False
1094289,349250,School,United States,North Carolina,,"K, 2",2015-08-31,2016-09-12,2016-06-30,False
1095795,345996,School,United States,Virginia,,4,2015-08-31,2015-09-14,2016-06-30,False
1095851,353656,School,United States,Florida,,2,2015-08-29,2015-09-14,2016-06-30,False
1096795,2041,School,United States,Alabama,,,2015-08-30,2015-09-08,2016-06-30,False
1096796,2041,School,United States,Alabama,yes,4,2016-01-27,2016-01-27,2016-06-30,False
1096799,2041,School,United States,Alabama,transitioning,5,2016-01-27,2016-01-27,2016-06-30,False
1096945,14838,School,Canada,British Columbia,,3,2015-08-29,2015-09-20,2016-06-30,False
1097779,1291,School,United States,Tennessee,,3,2015-08-31,2015-08-31,2016-06-30,False
1097861,382182,School,,,,,2015-08-29,2016-05-03,2016-06-30,False
1097881,365011,School,United States,Michigan,,5,2015-08-29,2015-08-29,2016-06-30,False
1097883,365011,School,United States,Michigan,,2,2015-08-29,2015-09-14,2016-06-30,False
1098315,365011,School,United States,Michigan,,"4, 5",2015-08-30,,2016-06-30,False
1098316,365011,School,United States,Michigan,,5,2015-08-31,2015-10-19,2016-06-30,False
1098317,365011,School,United States,Michigan,yes,K,2017-10-06,2017-10-20,2018-06-30,False
1099713,361711,School,United States,Ohio,,2,2015-08-30,2015-09-14,2016-06-30,False
1099715,361711,School,United States,Ohio,,,2015-08-30,2015-08-30,2016-06-30,False
1101839,374955,School,United States,Illinois,,5,2015-08-30,2015-10-03,2016-06-30,False
1101842,374955,School,United States,Illinois,,3,2015-08-30,,2016-06-30,False
1104172,350591,School,United States,South Carolina,,5,2015-08-30,2015-08-30,2016-06-30,False
1104201,350915,School,United States,Georgia,,1,2015-08-31,,2017-06-30,False
1104203,350915,School,United States,Georgia,,1,2015-08-30,,2017-06-30,False
1104966,391734,School,United States,Utah,,4,2015-08-30,2015-09-22,2016-06-30,False
1105393,349310,School,United States,North Carolina,no,K,2018-02-11,,,False
1106625,359903,School,United States,Kentucky,,4,2015-09-01,2015-09-01,2016-06-30,False
1107786,395739,School,,,,,2015-08-31,2015-09-14,2016-06-30,False
1108987,359903,School,United States,Kentucky,,,2015-08-31,2015-08-31,2016-06-30,False
1109008,359903,School,United States,Kentucky,,3,2015-08-31,2015-09-14,2016-06-30,False
1109009,359903,School,United States,Kentucky,,3,2015-09-29,2015-10-16,2016-06-30,False
1109010,359903,School,United States,Kentucky,,3,2015-08-31,2015-08-31,2016-06-30,False
1109192,356077,School,United States,Florida,,,2015-08-31,2015-08-31,2016-06-30,False
1109230,15276,School,United States,New Jersey,,1,2015-08-31,2015-09-08,2017-06-30,False
1109312,358347,School,United States,Tennessee,,5,2015-08-31,2015-08-31,2016-06-30,False
1109377,349392,School,United States,North Carolina,,"1, 2",2015-09-01,2015-09-14,2016-06-30,False
1109469,358347,School,United States,Tennessee,no,3,2017-09-22,2017-09-22,2018-06-30,False
1109470,358347,School,United States,Tennessee,,3,2015-08-31,2015-09-11,2016-06-30,False
1109471,358347,School,United States,Tennessee,,"K, 5",2015-09-02,2015-09-02,2016-06-30,False
1109837,1050,School,United States,Delaware,no,3,2015-08-31,2015-08-31,2016-06-30,False
1110103,387766,School,United States,Texas,,5,2015-08-31,2015-08-31,2016-06-30,False
1110387,387766,School,United States,Texas,,5,2015-08-31,2015-08-31,2016-06-30,False
1110641,24582,School,United States,Florida,,Upper,2015-08-31,2015-09-15,2016-06-30,False
